DATE	OPEN	HIGH	LOW	CLOSE	VOLUME
2021-05-09 23:00:00+02:00	47853.47	47927.52	47782.33	47867.01	32.239011
2021-05-09 23:15:00+02:00	47867.0	47867.0	47722.8	47753.96	17.494994
2021-05-09 23:30:00+02:00	47753.96	47969.15	47741.5	47889.36	17.892342
2021-05-09 23:45:00+02:00	47896.42	47988.11	47833.72	47866.64	20.50456
2021-05-10 00:00:00+02:00	47866.46	47979.79	47802.48	47879.49	25.8752
2021-05-10 00:15:00+02:00	47887.77	47983.86	47866.8	47920.7	18.115182
2021-05-10 00:30:00+02:00	47927.3	47986.43	47768.59	47779.46	16.896089
2021-05-10 00:45:00+02:00	47774.65	47934.73	47698.22	47762.67	23.226275
2021-05-10 01:00:00+02:00	47763.05	47940.37	47763.05	47831.17	10.635474
2021-05-10 01:15:00+02:00	47836.47	48046.52	47775.63	47977.93	18.742442
2021-05-10 01:30:00+02:00	47978.27	48125.9	47978.27	48011.94	22.528879
2021-05-10 01:45:00+02:00	48012.76	48035.13	47865.63	47964.22	13.624595
2021-05-10 02:00:00+02:00	47971.29	48074.67	47868.23	47909.18	16.120192
2021-05-10 02:15:00+02:00	47912.45	48054.88	47828.04	47934.47	22.484969
2021-05-10 02:30:00+02:00	47929.03	48248.94	47919.94	48240.01	14.324541
2021-05-10 02:45:00+02:00	48240.0	48509.27	48200.57	48508.3	23.913701
2021-05-10 03:00:00+02:00	48498.99	48581.7	48359.27	48446.97	22.261399
2021-05-10 03:15:00+02:00	48446.97	48465.84	48365.01	48376.53	7.138254
2021-05-10 03:30:00+02:00	48378.49	48414.56	48319.61	48353.66	5.841217
2021-05-10 03:45:00+02:00	48354.82	48627.6	48347.08	48389.37	15.745888
2021-05-10 04:00:00+02:00	48399.29	48596.35	48395.32	48395.32	15.857314
2021-05-10 04:15:00+02:00	48398.66	48441.44	48352.85	48394.38	8.691162
2021-05-10 04:30:00+02:00	48400.29	48532.89	48388.34	48481.97	12.00589
2021-05-10 04:45:00+02:00	48488.86	48705.47	48487.04	48635.3	23.059335
2021-05-10 05:00:00+02:00	48647.02	48811.0	48591.84	48760.59	29.255207
2021-05-10 05:15:00+02:00	48760.59	48879.88	48737.97	48876.56	32.844645
2021-05-10 05:30:00+02:00	48876.52	48950.0	48740.33	48879.41	34.456462
2021-05-10 05:45:00+02:00	48876.39	48951.18	48805.15	48902.49	15.266662
2021-05-10 06:00:00+02:00	48912.47	49038.15	48637.0	48661.07	54.943728
2021-05-10 06:15:00+02:00	48661.06	48804.88	48629.19	48754.43	18.196605
2021-05-10 06:30:00+02:00	48755.66	48896.31	48682.8	48876.4	28.572372
2021-05-10 06:45:00+02:00	48876.4	48876.4	48761.47	48767.36	23.408849
2021-05-10 07:00:00+02:00	48764.77	48971.99	48764.77	48850.0	30.4404
2021-05-10 07:15:00+02:00	48850.0	48884.18	48415.71	48548.85	28.791669
2021-05-10 07:30:00+02:00	48548.85	48600.0	48376.85	48450.96	32.924158
2021-05-10 07:45:00+02:00	48448.88	48662.25	48440.64	48647.63	50.980309
2021-05-10 08:00:00+02:00	48651.34	48768.7	48561.08	48738.98	22.724125
2021-05-10 08:15:00+02:00	48733.87	48736.26	48544.01	48568.87	29.406459
2021-05-10 08:30:00+02:00	48568.53	48597.51	48493.0	48542.37	31.734047
2021-05-10 08:45:00+02:00	48542.37	48556.09	48432.46	48495.71	19.552607
2021-05-10 09:00:00+02:00	48495.7	48598.86	48362.58	48441.44	33.646565
2021-05-10 09:15:00+02:00	48445.18	48583.23	48444.63	48525.04	31.850035
2021-05-10 09:30:00+02:00	48525.05	48561.63	48424.95	48438.79	24.585023
2021-05-10 09:45:00+02:00	48443.31	48498.03	48122.69	48158.34	61.435408
2021-05-10 10:00:00+02:00	48158.33	48336.21	47958.0	48019.43	82.300643
2021-05-10 10:15:00+02:00	48021.29	48106.13	47914.41	48036.13	47.71325
2021-05-10 10:30:00+02:00	48036.14	48194.88	48030.0	48166.95	35.002837
2021-05-10 10:45:00+02:00	48166.95	48166.96	48058.87	48103.64	28.524515
2021-05-10 11:00:00+02:00	48103.64	48298.98	48005.22	48099.11	40.946689
2021-05-10 11:15:00+02:00	48097.87	48130.52	47960.01	47973.11	40.057828
2021-05-10 11:30:00+02:00	47970.62	47983.97	47680.22	47696.27	65.243769
2021-05-10 11:45:00+02:00	47696.27	47932.88	47645.17	47770.0	39.290882
2021-05-10 12:00:00+02:00	47770.0	47872.26	47616.83	47717.04	38.689594
2021-05-10 12:15:00+02:00	47715.05	47991.83	47715.05	47974.45	36.432527
2021-05-10 12:30:00+02:00	47974.45	47974.45	47734.56	47887.88	46.153696
2021-05-10 12:45:00+02:00	47890.1	47908.21	47480.84	47712.25	58.324168
2021-05-10 13:00:00+02:00	47718.14	47718.14	47450.94	47460.88	49.362417
2021-05-10 13:15:00+02:00	47460.87	47645.21	47300.0	47642.17	72.654965
2021-05-10 13:30:00+02:00	47642.17	48044.54	47635.93	48007.44	46.387235
2021-05-10 13:45:00+02:00	48004.24	48092.39	47890.57	47949.77	46.671957
2021-05-10 14:00:00+02:00	47957.11	48082.16	47750.1	47922.31	42.862196
2021-05-10 14:15:00+02:00	47922.29	47984.52	47606.09	47746.73	71.741546
2021-05-10 14:30:00+02:00	47746.77	48075.08	47650.75	47823.76	51.246567
2021-05-10 14:45:00+02:00	47819.49	47819.49	47518.35	47600.92	52.635275
2021-05-10 15:00:00+02:00	47600.91	47800.0	47450.0	47757.68	58.017546
2021-05-10 15:15:00+02:00	47757.67	47757.68	47430.34	47469.07	60.302511
2021-05-10 15:30:00+02:00	47469.03	47705.54	47366.33	47705.54	57.710893
2021-05-10 15:45:00+02:00	47700.23	47705.54	47434.59	47572.64	52.61292
2021-05-10 16:00:00+02:00	47561.81	47561.81	47173.66	47455.63	72.248877
2021-05-10 16:15:00+02:00	47455.64	47475.74	47180.01	47202.77	62.507306
2021-05-10 16:30:00+02:00	47202.77	47386.67	47168.07	47383.11	60.317935
2021-05-10 16:45:00+02:00	47381.42	47381.42	46943.42	46943.43	69.197544
2021-05-10 17:00:00+02:00	46943.42	47261.82	46812.76	47151.34	90.553258
2021-05-10 17:15:00+02:00	47155.21	47405.51	47124.09	47387.93	41.736838
2021-05-10 17:30:00+02:00	47387.16	47392.79	47235.93	47283.35	31.897757
2021-05-10 17:45:00+02:00	47283.25	48108.76	47246.71	48090.32	83.839024
2021-05-10 18:00:00+02:00	48085.41	48323.22	47962.34	48023.12	77.121161
2021-05-10 18:15:00+02:00	48030.88	48120.97	47843.51	47843.51	43.33406
2021-05-10 18:30:00+02:00	47843.55	47899.92	47684.01	47717.13	32.78297
2021-05-10 18:45:00+02:00	47717.14	47765.78	47492.72	47500.01	35.780951
2021-05-10 19:00:00+02:00	47492.72	47529.77	47346.02	47460.1	49.031018
2021-05-10 19:15:00+02:00	47460.09	47586.95	47317.76	47362.94	39.430983
2021-05-10 19:30:00+02:00	47362.93	47434.33	47124.84	47211.06	44.126704
2021-05-10 19:45:00+02:00	47207.08	47513.85	46926.14	47040.55	93.291792
2021-05-10 20:00:00+02:00	47040.56	47215.17	46900.0	47109.6	51.287716
2021-05-10 20:15:00+02:00	47106.32	47106.32	46734.07	46854.15	81.740355
2021-05-10 20:30:00+02:00	46854.31	47023.29	46634.3	46941.41	55.990126
2021-05-10 20:45:00+02:00	46941.4	47170.4	46734.7	46950.15	43.182256
2021-05-10 21:00:00+02:00	46937.88	47109.74	46761.14	47101.72	43.292528
2021-05-10 21:15:00+02:00	47109.6	47110.66	46716.45	46748.19	54.394152
2021-05-10 21:30:00+02:00	46731.66	46887.82	46400.0	46410.01	101.714696
2021-05-10 21:45:00+02:00	46410.01	46636.26	46083.02	46200.12	137.170014
2021-05-10 22:00:00+02:00	46207.11	46219.65	44290.0	45783.85	392.877301
2021-05-10 22:15:00+02:00	45799.95	46122.61	45450.01	46004.26	154.754323
2021-05-10 22:30:00+02:00	46000.93	46294.15	45801.94	46000.01	146.439652
2021-05-10 22:45:00+02:00	46009.53	46012.38	45426.96	45879.03	160.121874
2021-05-10 23:00:00+02:00	45879.05	46245.28	45730.01	46201.35	72.155182
2021-05-10 23:15:00+02:00	46200.01	46217.35	46013.02	46019.57	45.485609
2021-05-10 23:30:00+02:00	46019.46	46301.27	46015.37	46300.99	39.932958
2021-05-10 23:45:00+02:00	46300.99	46301.87	46150.0	46202.29	33.236698
2021-05-11 00:00:00+02:00	46195.33	46420.8	46109.86	46410.18	37.015045
2021-05-11 00:15:00+02:00	46410.12	46474.1	46180.3	46344.78	48.475889
2021-05-11 00:30:00+02:00	46338.8	46341.14	46013.0	46159.81	41.868364
2021-05-11 00:45:00+02:00	46146.39	46612.06	46146.39	46612.06	46.185258
2021-05-11 01:00:00+02:00	46604.79	46609.58	46200.0	46262.27	37.135377
2021-05-11 01:15:00+02:00	46262.39	46369.18	46064.39	46114.67	30.994864
2021-05-11 01:30:00+02:00	46090.41	46477.7	45951.02	46269.92	35.101284
2021-05-11 01:45:00+02:00	46274.14	46362.56	46157.66	46243.17	19.217137
2021-05-11 02:00:00+02:00	46243.13	46376.94	45979.65	46035.82	29.594319
2021-05-11 02:15:00+02:00	46033.78	46706.24	45955.6	46654.43	34.623952
2021-05-11 02:30:00+02:00	46654.27	46680.17	46294.14	46330.73	23.267682
2021-05-11 02:45:00+02:00	46337.22	46399.55	45933.11	45933.11	25.282777
2021-05-11 03:00:00+02:00	45932.99	46204.9	45628.92	45701.82	58.130219
2021-05-11 03:15:00+02:00	45712.96	46006.13	45654.35	45795.48	38.706926
2021-05-11 03:30:00+02:00	45795.51	46086.14	45715.2	46072.03	39.003338
2021-05-11 03:45:00+02:00	46072.15	46086.13	45903.28	45978.04	13.446336
2021-05-11 04:00:00+02:00	45978.09	46014.24	45692.89	45910.14	23.237078
2021-05-11 04:15:00+02:00	45910.15	46261.49	45910.14	46150.88	24.269225
2021-05-11 04:30:00+02:00	46151.06	46175.46	45633.88	45758.62	24.661098
2021-05-11 04:45:00+02:00	45758.62	45771.96	45127.39	45191.55	55.806006
2021-05-11 05:00:00+02:00	45188.12	45466.2	45073.67	45294.08	31.400632
2021-05-11 05:15:00+02:00	45280.89	45413.04	45169.98	45336.05	25.167173
2021-05-11 05:30:00+02:00	45322.51	45629.43	45273.0	45590.05	30.426322
2021-05-11 05:45:00+02:00	45590.04	45702.39	45447.8	45619.06	21.682168
2021-05-11 06:00:00+02:00	45611.66	45876.0	45498.0	45804.07	28.220795
2021-05-11 06:15:00+02:00	45808.89	45992.98	45792.07	45945.99	27.008124
2021-05-11 06:30:00+02:00	45946.01	45946.01	45766.32	45780.93	22.446289
2021-05-11 06:45:00+02:00	45778.65	45831.94	45578.88	45771.2	25.857908
